evidence_id,parameter,method,relationship,estimate_low,estimate_central,estimate_high,unit,source_title,source_url,source_type,jurisdiction,population,measurement_start,measurement_end,retrieved_on,independence,status,confidence,transferability,limitations,notes
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-MINOR-DETECTION-RATE,minor_detection_rate,facial_age_estimation,assumption,0.65,0.85,0.96,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,facial_age_estimation,assumption,0.12,0.28,0.5,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,facial_age_estimation,assumption,0.15,0.4,0.7,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,facial_age_estimation,assumption,0.025,0.07,0.16,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,facial_age_estimation,assumption,0.03,0.07,0.17,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,facial_age_estimation,assumption,1.4,2.0,3.5,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,facial_age_estimation,assumption,1.3,1.8,3.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-VERIFICATION-CHECK-RATE,verification_check_rate,facial_age_estimation,assumption,0.9,1.0,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-IDENTITY-PROOFING-RATE,identity_proofing_rate,facial_age_estimation,assumption,0.9,1.0,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,facial_age_estimation,assumption,0.02,0.15,0.8,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,facial_age_estimation,assumption,0.001,0.01,0.04,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,facial_age_estimation,assumption,0.0001,0.001,0.01,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,facial_age_estimation,assumption,0.25,0.75,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,facial_age_estimation,assumption,1.0,1.0,2.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,facial_age_estimation,assumption,0.9,1.0,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,facial_age_estimation,assumption,1.0,1.0,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,facial_age_estimation,assumption,0.0,0.0,0.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,facial_age_estimation,assumption,0.2,0.4,0.8,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-RECORD-RETENTION-YEARS,record_retention_years,facial_age_estimation,assumption,0.05,0.25,2.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-VARIABLE-COST-PER-CHECK,variable_cost_per_check,facial_age_estimation,assumption,0.04,0.1,0.3,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,facial_age_estimation,assumption,0.08,0.25,0.7,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-FACIAL-AGE-ESTIMATION-FIXED-ANNUAL-COST,fixed_annual_cost,facial_age_estimation,assumption,20000,40000,120000,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-DETECTION-RATE,minor_detection_rate,reusable_age_token,assumption,0.88,0.96,0.993,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,reusable_age_token,assumption,0.1,0.22,0.42,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,reusable_age_token,assumption,0.15,0.4,0.7,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,reusable_age_token,assumption,0.008,0.025,0.07,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,reusable_age_token,assumption,0.025,0.06,0.16,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,reusable_age_token,assumption,2.0,3.2,5.5,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,reusable_age_token,assumption,1.8,2.8,5.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VERIFICATION-CHECK-RATE,verification_check_rate,reusable_age_token,assumption,0.8,0.95,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-IDENTITY-PROOFING-RATE,identity_proofing_rate,reusable_age_token,assumption,0.05,0.15,0.35,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,reusable_age_token,assumption,0.5,1.0,1.5,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,reusable_age_token,assumption,0.001,0.01,0.04,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,reusable_age_token,assumption,0.0001,0.001,0.01,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,reusable_age_token,assumption,0.25,0.75,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,reusable_age_token,assumption,1.0,1.0,2.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,reusable_age_token,assumption,0.0,0.0,0.5,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,reusable_age_token,assumption,0.0,1.0,2.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,reusable_age_token,assumption,0.5,1.0,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,reusable_age_token,assumption,0.3,0.6,0.95,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-RECORD-RETENTION-YEARS,record_retention_years,reusable_age_token,assumption,0.5,2.0,7.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-CHECK,variable_cost_per_check,reusable_age_token,assumption,0.02,0.06,0.2,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,reusable_age_token,assumption,0.3,0.8,2.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-REUSABLE-AGE-TOKEN-FIXED-ANNUAL-COST,fixed_annual_cost,reusable_age_token,assumption,50000,100000,260000,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-MINOR-DETECTION-RATE,minor_detection_rate,in_person_enrolment,assumption,0.94,0.985,0.999,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,in_person_enrolment,assumption,0.03,0.1,0.25,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,in_person_enrolment,assumption,0.15,0.45,0.75,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,in_person_enrolment,assumption,0.005,0.015,0.05,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,in_person_enrolment,assumption,0.15,0.28,0.48,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,in_person_enrolment,assumption,1.8,2.5,4.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,in_person_enrolment,assumption,1.8,2.7,4.5,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-VERIFICATION-CHECK-RATE,verification_check_rate,in_person_enrolment,assumption,0.85,1.0,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-IDENTITY-PROOFING-RATE,identity_proofing_rate,in_person_enrolment,assumption,0.05,0.18,0.4,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,in_person_enrolment,assumption,0.5,1.0,1.5,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,in_person_enrolment,assumption,0.001,0.005,0.025,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,in_person_enrolment,assumption,0.0001,0.0008,0.008,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,in_person_enrolment,assumption,0.2,0.6,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,in_person_enrolment,assumption,0.2,0.5,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,in_person_enrolment,assumption,0.0,0.0,0.2,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,in_person_enrolment,assumption,0.0,0.5,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,in_person_enrolment,assumption,0.5,1.0,1.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,in_person_enrolment,assumption,0.2,0.5,0.9,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-RECORD-RETENTION-YEARS,record_retention_years,in_person_enrolment,assumption,0.5,2.0,7.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-VARIABLE-COST-PER-CHECK,variable_cost_per_check,in_person_enrolment,assumption,0.05,0.15,0.5,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,in_person_enrolment,assumption,2.0,5.0,15.0,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
ASSUMP-METHOD-IN-PERSON-ENROLMENT-FIXED-ANNUAL-COST,fixed_annual_cost,in_person_enrolment,assumption,75000,150000,400000,model units,,,analyst_selected_range,Hypothetical Quebec-style scenario,Normalized model population,,,2026-07-22,analyst_assumption,analyst_assumption,illustrative,not_applicable,Not an empirical estimate. Included to exercise the model and expose evidence priorities.,Replace or bound with direct evidence before policy use.
GAP-QC-RELEVANT-POPULATION,population,ALL,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
